acc_x	acc_y	acc_z	mag	dif_x	dif_y	dif_z	diff_mag
0.08	-0.02	0.99	0.99	870.40	507.20	476.80	1114.53	
0.09	-0.02	0.99	0.99	870.40	483.20	395.20	1071.10	
0.11	-0.02	1.00	1.00	997.60	500.00	575.20	1255.41	
0.13	-0.02	1.01	1.02	798.40	500.80	704.00	1176.38	
0.15	-0.02	1.03	1.04	738.40	500.80	820.00	1211.79	
0.16	-0.03	1.06	1.07	738.40	340.00	820.00	1154.66	
0.18	-0.03	1.07	1.09	431.20	340.00	706.40	894.73	
0.19	-0.03	1.08	1.10	431.20	315.20	706.40	885.60	
0.20	-0.03	1.09	1.11	415.20	366.40	602.40	818.25	
0.21	-0.02	1.09	1.11	319.20	448.00	664.80	862.87	
0.22	-0.02	1.08	1.10	308.00	448.00	707.20	892.02	
0.23	-0.01	1.07	1.09	234.40	448.00	708.00	870.01	
0.23	0.01	1.06	1.09	313.60	448.00	708.00	894.60	
0.24	0.01	1.05	1.08	384.80	447.20	708.00	921.59	
0.25	0.02	1.05	1.08	384.80	344.80	707.20	875.84	
0.26	0.02	1.05	1.08	374.40	430.40	828.80	1006.15	
0.25	0.01	1.07	1.09	389.60	524.00	1012.00	1204.37	
0.25	-0.00	1.09	1.11	487.20	525.60	1052.80	1273.58	
0.24	-0.02	1.11	1.14	615.20	525.60	1061.60	1334.81	
0.23	-0.03	1.13	1.16	615.20	524.80	1061.60	1334.50	
0.22	-0.04	1.16	1.18	615.20	494.40	1112.80	1364.27	
0.21	-0.05	1.18	1.20	642.40	440.80	1004.00	1270.83	
0.19	-0.05	1.18	1.20	676.80	375.20	805.60	1117.06	
0.17	-0.05	1.18	1.20	628.80	419.20	852.80	1139.47	
0.15	-0.05	1.17	1.18	568.80	419.20	995.20	1220.53	
0.13	-0.04	1.15	1.16	416.00	436.80	995.20	1163.73	
0.12	-0.02	1.12	1.13	327.20	468.00	1009.60	1159.90	
0.11	-0.01	1.10	1.10	218.40	454.40	1025.60	1142.82	
0.10	0.01	1.07	1.07	218.40	421.60	764.00	899.52	
0.09	0.02	1.05	1.06	260.80	334.40	764.00	873.81	
0.09	0.02	1.04	1.04	268.00	268.00	417.60	563.95	
0.07	0.03	1.03	1.03	393.60	222.40	312.80	549.75	
0.06	0.02	1.03	1.03	448.80	269.60	323.20	615.28	
0.05	0.02	1.04	1.04	384.00	293.60	384.00	617.34	
0.04	0.01	1.05	1.05	330.40	294.40	460.80	638.88	
0.03	0.00	1.07	1.07	321.60	294.40	525.60	682.90	
0.03	-0.00	1.08	1.08	302.40	282.40	529.60	672.07	
0.02	-0.01	1.10	1.10	365.60	282.40	495.20	677.23	
0.01	-0.01	1.11	1.11	386.40	208.80	405.60	597.84	
-0.00	-0.01	1.12	1.12	367.20	192.00	345.60	539.57	
-0.01	-0.02	1.12	1.12	236.80	168.00	296.80	415.20	
-0.01	-0.02	1.12	1.12	176.80	180.00	267.20	367.50	
-0.02	-0.02	1.13	1.13	178.40	279.20	362.40	491.03	
-0.02	-0.03	1.13	1.13	178.40	408.00	402.40	600.18	
-0.02	-0.04	1.14	1.14	192.80	486.40	520.80	738.23	
-0.03	-0.05	1.15	1.15	192.80	507.20	564.80	783.21	
-0.03	-0.06	1.16	1.16	215.20	507.20	568.80	791.89	
-0.04	-0.07	1.17	1.17	216.80	507.20	568.80	792.33	
-0.05	-0.08	1.17	1.17	259.20	507.20	568.80	804.97	
-0.06	-0.09	1.17	1.17	276.80	468.80	574.40	791.41	
-0.07	-0.09	1.16	1.17	312.80	406.40	664.80	839.62	
-0.08	-0.09	1.16	1.16	311.20	472.80	748.80	938.66	
-0.08	-0.08	1.15	1.15	311.20	511.20	782.40	985.05	
-0.09	-0.07	1.13	1.14	332.00	511.20	782.40	991.82	
-0.10	-0.05	1.11	1.11	358.40	511.20	798.40	1013.52	
-0.11	-0.04	1.09	1.09	272.80	478.40	798.40	969.91	
-0.12	-0.03	1.07	1.08	208.00	432.80	632.80	794.36	
-0.12	-0.03	1.06	1.07	151.20	332.80	456.80	585.05	
-0.12	-0.03	1.07	1.08	186.40	287.20	601.60	692.21	
-0.11	-0.03	1.08	1.09	232.00	307.20	708.80	806.59	
-0.10	-0.03	1.10	1.11	344.80	307.20	708.80	845.96	
-0.09	-0.04	1.12	1.12	368.80	307.20	708.80	856.03	
-0.09	-0.05	1.13	1.14	368.80	293.60	687.20	833.34	
-0.07	-0.05	1.14	1.14	455.20	232.00	687.20	856.31	
-0.06	-0.05	1.14	1.15	458.40	245.60	619.20	808.62	
-0.04	-0.05	1.14	1.14	426.40	318.40	683.20	866.00	
-0.03	-0.04	1.13	1.13	362.40	323.20	772.80	912.69	
-0.02	-0.03	1.12	1.12	327.20	323.20	772.80	899.30	
-0.02	-0.02	1.10	1.10	281.60	323.20	772.80	883.73	
-0.01	-0.02	1.08	1.08	177.60	288.00	771.20	842.16	
-0.02	-0.01	1.06	1.06	210.40	264.80	687.20	765.92	
-0.02	-0.00	1.04	1.04	277.60	211.20	522.40	628.15	
-0.03	-0.00	1.03	1.03	356.80	129.60	360.00	523.17	
-0.04	-0.00	1.03	1.03	375.20	185.60	283.20	505.40	
-0.05	-0.01	1.04	1.04	375.20	197.60	372.80	564.62	
-0.06	-0.01	1.04	1.05	328.80	209.60	416.00	570.17	
-0.07	-0.02	1.06	1.06	314.40	187.20	469.60	595.33	
-0.08	-0.03	1.07	1.07	310.40	172.80	436.80	563.03	
-0.09	-0.03	1.08	1.09	252.80	170.40	408.80	509.96	
-0.09	-0.03	1.09	1.10	220.00	168.00	369.60	461.77	
-0.09	-0.04	1.10	1.10	196.80	132.00	319.20	397.55	
-0.09	-0.04	1.10	1.10	261.60	124.00	278.40	401.64	
-0.08	-0.04	1.10	1.10	366.40	110.40	244.00	453.84	
-0.07	-0.04	1.10	1.10	390.40	110.40	281.60	493.86	
-0.06	-0.04	1.09	1.10	380.00	120.00	281.60	487.95	
-0.05	-0.03	1.09	1.09	396.80	125.60	281.60	502.52	
-0.04	-0.03	1.08	1.08	419.20	95.20	197.60	473.11	
-0.02	-0.03	1.08	1.08	436.00	95.20	197.60	488.06	
-0.01	-0.03	1.08	1.08	388.80	89.60	190.40	442.09	
0.00	-0.03	1.08	1.08	272.80	103.20	206.40	357.31	
0.01	-0.04	1.08	1.09	270.40	155.20	290.40	426.07	
0.02	-0.04	1.09	1.09	190.40	155.20	380.80	453.15	
0.02	-0.04	1.11	1.11	185.60	194.40	435.20	511.51	
0.03	-0.05	1.12	1.12	185.60	204.80	416.00	499.45	
0.03	-0.06	1.13	1.13	168.80	204.80	408.80	487.40	
0.03	-0.06	1.14	1.14	149.60	172.00	408.80	468.06	
0.03	-0.06	1.15	1.15	187.20	172.00	336.00	421.34	
0.03	-0.07	1.16	1.16	254.40	135.20	361.60	462.33	
0.02	-0.07	1.17	1.17	241.60	121.60	344.80	438.23	
0.02	-0.07	1.17	1.17	280.80	159.20	366.40	488.31	
0.01	-0.06	1.16	1.16	280.80	258.40	451.20	590.93	
0.01	-0.05	1.15	1.15	280.80	329.60	546.40	697.16	
0.00	-0.04	1.13	1.14	278.40	389.60	592.80	762.04	
-0.00	-0.03	1.12	1.12	206.40	432.80	592.80	762.45	
-0.01	-0.01	1.11	1.11	288.80	487.20	576.80	808.37	
-0.01	0.00	1.09	1.09	251.20	445.60	658.40	833.76	
-0.02	0.01	1.07	1.07	213.60	443.20	700.80	856.25	
-0.01	0.02	1.05	1.05	266.40	384.80	618.40	775.54	
-0.01	0.02	1.05	1.05	266.40	347.20	439.20	620.01	
-0.01	0.02	1.06	1.06	228.00	396.00	710.40	844.67	
-0.01	0.01	1.07	1.07	241.60	440.00	901.60	1031.92	
-0.02	0.00	1.10	1.10	414.40	475.20	1120.00	1285.28	
-0.02	-0.01	1.13	1.13	454.40	499.20	1145.60	1329.69	
-0.03	-0.02	1.15	1.15	324.00	499.20	1113.60	1262.65	
-0.04	-0.03	1.15	1.16	331.20	434.40	1113.60	1240.36	
-0.04	-0.04	1.15	1.16	331.20	393.60	1113.60	1226.67	
-0.05	-0.04	1.15	1.15	403.20	352.80	1396.80	1496.02	
-0.05	-0.05	1.13	1.13	371.20	352.80	1475.20	1561.56	
-0.06	-0.07	1.13	1.13	404.00	955.20	1475.20	1803.29	
-0.06	-0.06	1.11	1.11	392.00	1201.60	1680.00	2102.36	
-0.06	-0.05	1.06	1.06	392.00	1279.20	2704.80	3017.61	
-0.07	-0.05	1.01	1.02	633.60	1436.00	2704.80	3127.22	
-0.06	-0.05	0.97	0.98	953.60	1487.20	2440.00	3012.43	
-0.06	-0.03	0.95	0.96	1076.80	1964.80	2008.00	3008.65	
-0.07	-0.02	0.95	0.95	1276.00	1851.20	1907.20	2948.31	
-0.08	-0.02	0.95	0.95	1204.00	1843.20	1907.20	2912.80	
-0.10	-0.01	0.97	0.97	1635.20	1927.20	2259.20	3389.98	
-0.12	-0.01	1.00	1.01	1703.20	1927.20	1973.60	3241.93	
-0.13	0.01	1.02	1.03	1703.20	1375.20	1979.20	2951.15	
-0.15	-0.00	1.03	1.04	1596.00	1375.20	1979.20	2890.61	
-0.15	-0.02	1.09	1.10	1397.60	1152.80	1588.00	2409.14	
-0.14	-0.01	1.12	1.13	1205.60	1176.80	1373.60	2173.73	
-0.16	-0.01	1.16	1.17	956.80	1152.80	1124.00	1872.91	
-0.17	-0.03	1.18	1.20	868.80	1276.80	1217.60	1966.62	
-0.17	-0.04	1.20	1.21	868.80	969.60	1217.60	1782.55	
-0.17	-0.04	1.24	1.25	636.80	902.40	1384.00	1770.68	
-0.16	-0.05	1.26	1.27	805.60	987.20	999.20	1619.25	
-0.15	-0.06	1.26	1.27	766.40	1048.00	993.60	1634.90	
-0.13	-0.08	1.26	1.26	780.80	1416.80	1189.60	2008.01	
-0.10	-0.10	1.24	1.25	916.00	1055.20	1409.60	1984.81	
-0.08	-0.10	1.22	1.23	1059.20	1055.20	1637.60	2217.45	
-0.06	-0.11	1.19	1.20	1171.20	1055.20	1720.00	2333.14	
-0.02	-0.13	1.16	1.17	1295.20	964.00	1745.60	2377.81	
0.03	-0.15	1.11	1.12	1701.60	1300.00	1923.20	2878.22	
0.08	-0.18	1.06	1.08	1701.60	1300.00	1923.20	2878.22	
0.13	-0.19	1.02	1.04	1532.80	1076.00	1776.00	2580.97	
0.17	-0.19	0.98	1.01	1357.60	1023.20	1440.80	2228.43	
0.20	-0.19	0.96	1.00	1109.60	1023.20	1088.00	1860.62	
0.20	-0.18	0.98	1.01	875.20	1000.00	1652.80	2120.78	
0.18	-0.17	1.02	1.05	1506.40	1016.00	2195.20	2849.63	
0.17	-0.15	1.05	1.08	1506.40	1094.40	2195.20	2878.52	
0.18	-0.15	1.07	1.10	1648.80	1094.40	2195.20	2955.53	
0.19	-0.14	1.09	1.12	1506.40	1094.40	2195.20	2878.52	
0.18	-0.11	1.13	1.15	1530.40	1065.60	2269.60	2937.47	
0.17	-0.10	1.17	1.19	1607.20	692.80	2002.40	2659.45	
0.16	-0.10	1.20	1.22	1494.40	632.80	1779.20	2408.16	
0.16	-0.10	1.22	1.23	1489.60	537.60	1560.80	2223.51	
0.16	-0.09	1.23	1.24	1489.60	604.80	1263.20	2044.59	
0.18	-0.09	1.21	1.23	1489.60	388.80	1263.20	1991.42	
0.20	-0.08	1.18	1.20	1105.60	343.20	868.80	1447.39	
0.21	-0.09	1.17	1.19	772.80	278.40	372.80	902.06	
0.20	-0.09	1.17	1.19	772.80	278.40	405.60	916.10	
0.18	-0.09	1.17	1.19	729.60	245.60	328.00	836.79	
0.16	-0.09	1.17	1.19	516.80	224.00	425.60	705.97	
0.16	-0.09	1.16	1.18	516.80	140.80	437.60	691.67	
0.14	-0.09	1.16	1.17	545.60	140.80	419.20	702.31	
0.13	-0.09	1.15	1.16	632.80	127.20	463.20	794.46	
0.11	-0.09	1.14	1.15	588.00	138.40	486.40	775.55	
0.09	-0.09	1.13	1.14	333.60	178.40	512.00	636.60	
0.08	-0.09	1.12	1.12	298.40	178.40	520.80	626.18	
0.07	-0.08	1.10	1.11	339.20	216.00	520.80	657.99	
0.07	-0.08	1.09	1.10	339.20	204.00	489.60	629.59	
0.06	-0.08	1.08	1.08	408.80	171.20	370.40	577.60	
0.04	-0.08	1.07	1.08	463.20	255.20	316.00	616.07	
0.03	-0.07	1.07	1.07	434.40	304.80	216.80	573.24	
0.02	-0.06	1.07	1.07	328.80	356.80	200.00	524.80	
0.01	-0.05	1.07	1.07	242.40	340.00	200.00	462.99	
0.01	-0.05	1.07	1.07	232.80	300.00	200.00	429.18	
0.01	-0.05	1.07	1.07	224.80	300.00	252.00	451.71	
0.02	-0.05	1.08	1.08	266.40	331.20	436.00	608.90	
0.02	-0.05	1.10	1.10	370.40	371.20	680.00	858.71	
0.03	-0.06	1.12	1.12	488.80	451.20	867.20	1092.95	
0.05	-0.07	1.15	1.15	592.80	527.20	926.40	1219.66	
0.07	-0.08	1.17	1.17	554.40	527.20	926.40	1201.46	
0.09	-0.08	1.17	1.18	619.20	527.20	926.40	1232.71	
0.10	-0.09	1.17	1.17	585.60	527.20	1033.60	1299.69	
0.12	-0.08	1.15	1.16	507.20	603.20	1276.00	1499.76	
0.14	-0.07	1.14	1.15	489.60	757.60	1458.40	1714.82	
0.15	-0.06	1.12	1.13	448.00	841.60	1526.40	1799.69	
0.16	-0.04	1.09	1.10	323.20	860.80	1526.40	1781.95	
0.17	-0.03	1.06	1.07	204.80	860.80	1526.40	1764.32	
0.17	-0.01	1.03	1.04	184.00	860.80	1526.40	1762.02	
0.16	0.00	1.00	1.02	230.40	796.80	1312.00	1552.20	
0.16	0.00	1.00	1.01	371.20	662.40	1144.80	1373.73	
0.15	0.00	1.01	1.02	404.00	746.40	1461.60	1690.15	
0.13	-0.01	1.04	1.05	420.80	755.20	1496.80	1728.53	
0.12	-0.02	1.08	1.09	449.60	755.20	1496.80	1735.76	
0.10	-0.03	1.12	1.12	500.00	755.20	1496.80	1749.50	
0.09	-0.05	1.14	1.15	523.20	755.20	1481.60	1743.33	
0.07	-0.05	1.16	1.16	472.80	628.00	1443.20	1643.40	
0.06	-0.06	1.17	1.17	426.40	576.00	1171.20	1373.06	
0.05	-0.05	1.17	1.17	369.60	610.40	1158.40	1360.55	
0.04	-0.04	1.16	1.16	228.80	633.60	1160.80	1342.11	
0.04	-0.02	1.13	1.13	305.60	633.60	1160.80	1357.31	
0.05	-0.01	1.10	1.10	391.20	633.60	1160.80	1379.11	
0.06	0.01	1.07	1.07	431.20	549.60	1125.60	1324.75	
0.07	0.02	1.04	1.05	480.80	448.80	918.40	1129.62	
0.08	0.03	1.02	1.03	501.60	270.40	570.40	806.27	
0.10	0.03	1.01	1.02	554.40	213.60	247.20	643.50	
0.12	0.03	1.02	1.02	514.40	279.20	378.40	696.96	
0.13	0.02	1.03	1.04	472.00	344.80	483.20	758.39	
0.15	0.01	1.05	1.06	388.00	376.00	505.60	739.97	
0.16	-0.00	1.06	1.07	278.40	371.20	552.00	721.11	
0.16	-0.02	1.08	1.09	192.80	372.00	521.60	669.05	
0.17	-0.03	1.10	1.11	152.80	356.00	524.00	651.66	
0.17	-0.04	1.11	1.13	128.00	266.40	504.80	584.96	
0.17	-0.04	1.12	1.14	146.40	243.20	477.60	555.59	
0.17	-0.05	1.13	1.14	190.40	211.20	450.40	532.65	
0.16	-0.05	1.13	1.15	254.40	225.60	327.20	471.88	
0.15	-0.04	1.13	1.14	268.00	254.40	426.40	564.23	
0.14	-0.04	1.12	1.13	312.80	254.40	468.00	617.73	
0.14	-0.04	1.12	1.13	301.60	254.40	468.00	612.13	
0.13	-0.04	1.11	1.12	279.20	279.20	468.00	612.31	
0.12	-0.05	1.12	1.13	260.00	468.00	555.20	771.28	
0.11	-0.05	1.13	1.14	353.60	554.40	809.60	1043.00	
0.10	-0.07	1.14	1.15	392.80	583.20	888.80	1133.30	
0.09	-0.08	1.16	1.16	403.20	583.20	888.80	1136.95	
0.07	-0.09	1.16	1.16	411.20	583.20	888.80	1139.81	
0.06	-0.09	1.15	1.16	460.00	583.20	962.40	1215.70	
0.05	-0.10	1.15	1.15	420.00	545.60	1104.80	1301.79	
0.03	-0.10	1.14	1.14	396.00	542.40	1136.00	1319.66	
0.02	-0.09	1.13	1.13	396.00	581.60	1235.20	1421.55	
0.01	-0.08	1.11	1.11	379.20	581.60	1235.20	1416.96	
0.01	-0.07	1.08	1.09	285.60	581.60	1235.20	1394.83	
0.00	-0.06	1.06	1.06	193.60	581.60	1235.20	1378.93	
0.00	-0.05	1.04	1.04	224.00	556.80	1045.60	1205.60	
0.01	-0.04	1.03	1.03	300.00	421.60	713.60	881.46	
0.02	-0.04	1.03	1.03	300.00	391.20	809.60	947.89	
0.03	-0.05	1.05	1.05	350.40	408.80	816.00	977.63	
0.04	-0.06	1.07	1.07	383.20	408.80	871.20	1035.83	
0.05	-0.07	1.09	1.10	361.60	419.20	876.00	1036.27	
0.06	-0.08	1.12	1.12	330.40	408.00	851.20	1000.08	
0.07	-0.08	1.14	1.14	284.00	349.60	766.40	888.96	
0.07	-0.09	1.15	1.15	216.80	267.20	606.40	697.22	
0.08	-0.09	1.16	1.16	176.00	246.40	376.80	483.39	
0.08	-0.09	1.15	1.16	120.00	276.00	448.80	540.37	
0.08	-0.08	1.14	1.15	109.60	324.80	534.40	634.89	
0.08	-0.07	1.13	1.13	149.60	371.20	581.60	705.99	
0.07	-0.06	1.11	1.12	164.80	386.40	581.60	717.44	
0.07	-0.05	1.10	1.10	208.00	386.40	581.60	728.58	
0.06	-0.04	1.09	1.09	183.20	321.60	534.40	650.06	
0.06	-0.03	1.08	1.08	194.40	217.60	366.40	468.39	
0.05	-0.02	1.08	1.08	268.00	184.80	328.80	462.69	
0.04	-0.02	1.08	1.08	255.20	156.80	420.00	515.86	
0.03	-0.03	1.09	1.09	259.20	255.20	503.20	620.90	
0.03	-0.03	1.10	1.10	259.20	255.20	540.80	651.75	
0.02	-0.04	1.11	1.11	220.80	310.40	540.80	661.49	
0.02	-0.05	1.13	1.13	278.40	355.20	505.60	677.72	
0.02	-0.06	1.13	1.13	335.20	348.00	416.00	637.59	
0.03	-0.08	1.13	1.13	645.60	664.80	520.00	1062.62	
0.04	-0.09	1.13	1.13	645.60	648.00	561.60	1073.36	
0.05	-0.09	1.13	1.13	700.00	668.00	600.00	1138.52	
0.08	-0.12	1.12	1.13	949.60	1472.80	628.80	1861.79	
0.11	-0.14	1.10	1.12	1192.00	1374.40	828.00	1998.86	
0.15	-0.18	1.10	1.12	1641.60	2027.20	828.00	2736.78	
0.20	-0.18	1.08	1.11	1641.60	1972.00	1352.80	2900.64	
0.24	-0.19	1.04	1.08	1700.80	1927.20	1944.00	3222.73	
0.24	-0.17	1.01	1.05	1524.80	2530.40	1673.60	3395.42	
0.13	-0.04	1.00	1.01	5119.20	6087.20	1625.60	8118.05	
0.03	-0.01	1.02	1.02	5032.00	5900.00	1855.20	7973.25	
0.00	-0.02	1.06	1.06	5032.00	6100.00	2726.40	8364.47	
0.01	-0.01	1.08	1.08	5110.40	6188.00	2726.40	8475.89	
0.03	0.02	1.08	1.08	5351.20	6110.40	2730.40	8568.98	
0.03	0.05	1.09	1.09	5476.80	6110.40	2758.40	8656.85	
0.02	0.09	1.11	1.11	5357.60	5116.80	3303.20	8111.51	
0.02	0.11	1.12	1.13	5458.40	5052.00	3303.20	8138.06	
0.01	0.13	1.17	1.17	5458.40	4876.00	3132.00	7961.09	
0.05	0.12	1.20	1.20	6138.40	5166.40	2490.40	8400.82	
0.23	0.02	1.20	1.22	6545.60	1856.00	2376.00	7206.59	
0.41	0.03	1.18	1.25	4072.00	2078.40	2628.80	5273.66	
0.53	0.10	1.16	1.28	4096.80	1935.20	2113.60	4999.61	
0.63	0.13	1.15	1.32	3852.00	1881.60	1816.00	4655.77	
0.72	0.15	1.18	1.39	3852.00	1881.60	1964.80	4715.80	
0.79	0.16	1.20	1.45	3508.00	1881.60	1468.80	4243.10	
0.84	0.16	1.19	1.47	3135.20	1881.60	1420.00	3922.54	
0.87	0.16	1.20	1.49	3135.20	2008.80	1264.00	3932.23	
0.90	0.14	1.19	1.50	2455.20	1694.40	1466.40	3324.05	
0.90	0.12	1.17	1.48	2540.00	1834.40	1462.40	3457.63	
0.86	0.09	1.15	1.44	2901.60	2000.80	1479.20	3822.37	
0.79	0.03	1.14	1.39	3712.80	2317.60	1653.60	4678.73	
0.66	-0.05	1.10	1.28	4528.80	2414.40	1844.00	5453.41	
0.49	-0.13	1.05	1.17	5406.40	2567.20	2080.80	6336.36	
0.30	-0.22	0.99	1.06	5476.00	2392.00	1822.40	6247.35	
0.11	-0.30	0.94	1.00	5634.40	2319.20	1677.60	6319.77	
-0.09	-0.38	0.91	0.99	6040.80	2416.00	1442.40	6664.00	
-0.29	-0.47	0.90	1.05	6138.40	2664.80	1240.00	6805.79	
-0.49	-0.56	0.89	1.16	6275.20	2844.80	1073.60	6973.07	
-0.69	-0.65	0.88	1.29	6153.60	2772.80	1073.60	6834.31	
-0.88	-0.73	0.88	1.44	5492.00	2456.00	1144.80	6124.10	
-1.05	-0.80	0.87	1.58	4709.60	2125.60	1084.80	5279.71	
-1.19	-0.87	0.86	1.70	3817.60	1782.40	1073.60	4347.83	
-1.29	-0.91	0.86	1.80	2956.80	1478.40	1109.60	3487.05	
-1.35	-0.96	0.86	1.87	2327.20	1252.80	1120.80	2870.81	
-1.38	-0.99	0.85	1.91	1468.00	1010.40	1120.80	2105.26	
-1.37	-1.03	0.84	1.91	1949.60	879.20	1120.80	2414.57	
-1.32	-1.06	0.84	1.89	2622.40	798.40	1120.80	2961.52	
-1.23	-1.08	0.83	1.84	3276.80	832.00	925.60	3505.19	
-1.12	-1.11	0.83	1.78	3990.40	1064.00	925.60	4232.27	
-0.96	-1.15	0.84	1.72	5058.40	1293.60	932.00	5303.72	
-0.75	-1.18	0.87	1.65	6676.80	1340.00	1176.00	6910.73	
-0.49	-1.21	0.92	1.59	8435.20	1340.00	1841.60	8737.26	
-0.17	-1.18	0.99	1.55	9873.60	2098.40	2263.20	10344.72	
0.16	-1.10	1.07	1.54	10336.60	4003.20	2435.20	11349.06	
0.47	-0.96	1.16	1.58	9724.60	5706.40	2811.20	11620.40	
0.77	-0.76	1.25	1.65	9051.80	7311.20	2519.20	11905.26	
1.05	-0.56	1.31	1.77	8397.40	7351.20	2379.20	11411.27	
1.30	-0.34	1.35	1.91	7683.80	7619.20	2379.20	11079.42	
1.54	-0.11	1.37	2.06	6615.80	7720.80	2372.80	10440.77	
1.74	0.11	1.38	2.22	4870.20	7720.80	2128.80	9373.44	
1.88	0.32	1.39	2.36	2788.60	7079.20	1972.00	7860.03	
1.93	0.48	1.37	2.42	1138.20	5622.40	1972.00	6065.94	
1.90	0.58	1.34	2.40	1878.20	3717.60	2256.00	4736.85	
1.83	0.61	1.28	2.32	2239.00	2772.80	2666.40	4450.98	
1.74	0.58	1.18	2.18	3032.60	3206.40	3208.00	5456.09	
1.61	0.47	1.06	1.99	4251.00	3818.40	3451.20	6675.47	
1.45	0.35	0.95	1.77	5371.80	4497.60	2975.20	7611.60	
1.26	0.19	0.87	1.55	6031.80	5096.80	2222.40	8203.60	
1.07	0.03	0.83	1.35	6527.00	5212.80	2152.80	8626.10	
0.85	-0.14	0.80	1.18	6800.80	4836.80	2041.60	8591.49	
0.63	-0.31	0.78	1.05	6260.80	4783.20	2051.20	8141.50	
0.41	-0.47	0.78	1.00	6423.20	4408.00	1860.00	8009.22	
0.18	-0.62	0.79	1.02	7144.80	4562.40	2128.00	8740.25	
-0.07	-0.77	0.81	1.12	7396.80	4556.80	2128.00	8944.58	
-0.32	-0.91	0.84	1.28	7134.40	4078.40	2128.00	8488.90	
-0.56	-1.04	0.88	1.47	6864.80	3399.20	2128.00	7950.37	
-0.79	-1.14	0.92	1.66	6900.80	2800.00	1817.60	7665.81	
-1.01	-1.22	0.95	1.84	6413.60	2423.20	1522.40	7023.10	
-1.19	-1.28	0.96	1.99	5988.00	2151.20	1159.20	6467.42	
-1.34	-1.33	0.94	2.11	5541.60	1408.80	1283.20	5860.09	
-1.45	-1.36	0.93	2.20	4639.20	1076.00	1283.20	4932.20	
-1.51	-1.38	0.92	2.25	3556.80	662.40	1283.20	3838.78	
-1.53	-1.39	0.91	2.25	3116.80	514.40	1166.40	3367.42	
-1.49	-1.37	0.90	2.22	3540.80	672.80	1183.20	3793.40	
-1.42	-1.35	0.88	2.15	4073.60	818.40	1095.20	4296.91	
-1.30	-1.32	0.88	2.05	4558.40	849.60	1136.80	4774.22	
-1.14	-1.30	0.86	1.93	5103.20	881.60	1156.00	5306.24	
-0.97	-1.28	0.86	1.83	5319.20	723.20	1086.40	5476.97	
-0.79	-1.28	0.87	1.74	5371.20	689.60	1218.40	5550.66	
-0.59	-1.30	0.89	1.68	5680.80	1140.00	1215.20	5920.12	
-0.37	-1.32	0.91	1.64	6468.80	1039.20	812.00	6601.87	
-0.12	-1.31	0.92	1.61	7722.40	1144.80	916.80	7860.44	
0.18	-1.26	0.95	1.59	9200.80	2463.20	1664.00	9669.07	
0.46	-1.17	1.01	1.61	8867.00	4036.00	2348.00	10021.28	
0.73	-1.03	1.09	1.67	8382.20	5481.60	3002.40	10455.79	
0.99	-0.86	1.18	1.77	7837.40	6328.00	3236.80	10580.42	
1.23	-0.69	1.28	1.90	7246.20	6837.60	3083.20	10429.11	
1.45	-0.49	1.35	2.04	6509.40	7128.00	2951.20	10094.07	
1.65	-0.29	1.39	2.17	5370.20	7209.60	2736.80	9397.20	
1.80	-0.07	1.40	2.28	3807.80	7140.00	2566.40	8489.13	
1.87	0.14	1.39	2.34	2101.40	6602.40	2820.00	7480.64	
1.87	0.31	1.37	2.34	2026.20	5125.60	3017.60	6283.56	
1.81	0.45	1.31	2.28	2235.00	3400.80	3429.60	5321.92	
1.74	0.52	1.24	2.20	2235.00	1794.40	3429.60	4469.59	
1.67	0.52	1.17	2.11	2458.20	1616.80	3429.60	4518.73	
1.58	0.48	1.11	1.99	2939.00	2467.20	3253.60	5030.98	
1.47	0.39	1.04	1.84	3543.00	3184.80	2980.80	5619.69	
1.34	0.27	0.98	1.69	4270.20	3860.80	2396.80	6235.79	
1.19	0.14	0.94	1.52	4372.80	4119.20	2005.60	6333.37	
1.04	-0.00	0.92	1.39	4244.80	4440.00	1639.20	6357.59	
0.89	-0.15	0.90	1.27	4308.00	4561.60	1565.60	6466.70	
0.73	-0.30	0.89	1.19	4856.00	4954.40	1396.00	7076.41	
0.57	-0.47	0.89	1.15	5548.00	5144.00	1396.00	7693.49	
0.37	-0.64	0.90	1.16	6054.40	4959.20	1396.00	7949.73	
0.17	-0.79	0.89	1.20	6303.20	4356.80	1396.00	7788.51	
-0.06	-0.93	0.87	1.28	6666.40	3749.60	1037.60	7718.61	
-0.29	-1.05	0.87	1.39	6951.20	3165.60	955.20	7697.57	
-0.53	-1.15	0.87	1.54	7044.00	2900.80	1022.40	7686.21	
-0.75	-1.23	0.88	1.69	6843.20	2272.80	1022.40	7282.88	
-0.96	-1.29	0.88	1.83	6059.20	1861.60	1022.40	6420.65	
-1.14	-1.33	0.90	1.97	5302.40	1379.20	1199.20	5608.54	
-1.29	-1.37	0.93	2.09	4610.40	1031.20	1323.20	4906.12	
-1.41	-1.38	0.95	2.19	3880.80	650.40	1052.00	4073.12	
-1.48	-1.38	0.96	2.24	3151.20	604.00	846.40	3318.32	
-1.50	-1.37	0.95	2.25	2317.60	696.80	1000.80	2618.85	
-1.47	-1.36	0.94	2.21	3208.80	863.20	1108.80	3502.99	
-1.39	-1.33	0.92	2.13	3981.60	1048.00	1166.40	4279.24	
-1.26	-1.30	0.91	2.02	4509.60	955.20	724.80	4666.29	
