acc_x	acc_y	acc_z	mag	dif_x	dif_y	dif_z	diff_mag
-0.02	-0.13	1.20	1.21	367.20	475.20	916.80	1095.98	
-0.02	-0.12	1.20	1.21	403.20	416.80	831.20	1013.50	
-0.01	-0.12	1.19	1.19	286.40	444.80	914.40	1056.41	
-0.02	-0.11	1.17	1.18	195.20	318.40	844.80	923.67	
-0.02	-0.11	1.15	1.15	302.40	318.40	907.20	1007.89	
-0.03	-0.11	1.14	1.15	253.60	318.40	907.20	994.34	
-0.03	-0.11	1.14	1.15	250.40	364.00	880.80	985.40	
-0.04	-0.10	1.15	1.15	314.40	380.80	871.20	1001.42	
-0.04	-0.10	1.14	1.14	288.00	281.60	894.40	980.91	
-0.04	-0.10	1.13	1.13	314.40	274.40	1096.80	1173.50	
-0.04	-0.10	1.12	1.12	379.20	247.20	840.00	954.20	
-0.04	-0.10	1.12	1.13	411.20	247.20	872.00	995.28	
-0.07	-0.11	1.14	1.14	955.20	571.20	1160.00	1607.57	
-0.07	-0.11	1.15	1.16	862.40	634.40	1235.20	1634.60	
-0.06	-0.10	1.16	1.17	1033.60	745.60	856.80	1535.69	
-0.06	-0.09	1.16	1.16	1064.80	667.20	1040.80	1631.63	
-0.06	-0.08	1.15	1.15	1027.20	747.20	1040.80	1642.17	
-0.05	-0.07	1.13	1.13	1125.60	737.60	1101.60	1739.12	
-0.05	-0.05	1.11	1.11	1165.60	1036.80	840.80	1772.15	
-0.04	-0.04	1.11	1.11	1165.60	1036.80	840.80	1772.15	
-0.04	-0.02	1.10	1.10	1165.60	1180.00	840.80	1859.56	
-0.03	-0.01	1.11	1.11	1188.00	1180.00	840.80	1873.68	
-0.00	0.01	1.10	1.10	749.60	922.40	840.80	1455.91	
0.01	0.02	1.09	1.09	640.80	811.20	768.00	1287.83	
0.01	0.03	1.09	1.09	640.80	811.20	696.00	1246.23	
0.01	0.03	1.08	1.08	631.20	728.80	837.60	1277.16	
0.02	0.03	1.07	1.07	619.20	736.80	823.20	1266.47	
0.03	0.03	1.06	1.06	816.80	683.20	922.40	1408.81	
0.04	0.03	1.05	1.05	1091.20	447.20	1040.00	1572.36	
0.04	0.06	1.01	1.01	1210.40	1235.20	1630.40	2376.76	
0.06	0.04	0.70	0.71	2072.80	1629.60	10477.60	10804.27	
0.09	0.03	0.77	0.78	1868.80	1629.60	12692.00	12931.93	
0.10	0.02	0.71	0.72	1760.80	1597.60	14419.20	14613.90	
0.09	0.01	0.72	0.73	1760.80	1474.40	14728.80	14906.77	
0.08	0.00	0.78	0.78	1860.80	1641.60	16280.80	16468.82	
0.09	-0.02	0.80	0.81	1990.40	2185.60	16280.80	16546.99	
0.10	-0.01	0.69	0.70	1870.40	2470.40	19761.60	20003.05	
0.08	-0.03	0.74	0.75	2235.20	2989.60	21388.00	21711.30	
0.07	-0.05	0.79	0.80	1881.60	3208.80	21388.00	21709.06	
0.09	-0.09	0.82	0.83	1404.80	1833.60	21388.00	21512.37	
0.07	-0.08	1.13	1.13	1787.20	2138.40	11712.00	12039.01	
0.06	-0.06	1.06	1.06	1335.20	2345.60	9456.00	9833.64	
0.06	-0.04	1.12	1.13	1404.00	2345.60	7553.60	8033.05	
0.07	-0.03	1.11	1.11	1404.00	2345.60	7968.80	8424.66	
0.09	-0.01	1.06	1.06	963.20	2345.60	6692.00	7156.29	
0.10	0.00	1.04	1.04	1028.80	1858.40	6270.40	6620.42	
0.11	-0.01	1.17	1.18	1186.40	1359.20	2241.60	2877.45	
0.12	-0.00	1.14	1.15	795.20	1400.00	2444.00	2926.68	
0.12	0.02	1.11	1.12	892.80	1164.80	1503.20	2100.82	
0.11	0.03	1.13	1.13	520.80	778.40	1122.40	1461.82	
0.11	0.03	1.13	1.13	523.20	794.40	1047.20	1414.72	
0.10	0.02	1.12	1.13	523.20	827.20	1047.20	1433.40	
0.10	0.01	1.11	1.12	520.80	744.00	695.20	1143.71	
0.09	-0.01	1.11	1.12	499.20	534.40	629.60	964.98	
0.09	-0.02	1.11	1.12	553.60	326.40	618.40	891.87	
0.09	-0.01	1.11	1.12	553.60	200.00	581.60	827.49	
0.07	-0.01	1.11	1.11	205.60	184.00	324.00	425.56	
0.07	-0.01	1.11	1.11	205.60	171.20	313.60	412.22	
0.07	-0.01	1.11	1.11	205.60	171.20	313.60	412.22	
0.08	-0.01	1.11	1.11	233.60	155.20	353.60	451.32	
0.08	-0.01	1.11	1.11	234.40	167.20	348.80	452.28	
0.08	-0.01	1.11	1.11	279.20	332.80	308.00	532.52	
0.08	-0.01	1.11	1.11	296.80	432.00	298.40	603.12	
0.08	-0.01	1.11	1.12	296.80	432.00	237.60	575.47	
0.08	-0.01	1.11	1.11	292.80	441.60	130.40	545.66	
0.08	-0.01	1.11	1.11	360.00	448.80	117.60	587.24	
0.08	-0.01	1.11	1.11	383.20	442.40	144.00	602.74	
0.08	-0.01	1.11	1.12	383.20	471.20	220.00	645.97	
0.08	-0.01	1.11	1.12	355.20	471.20	257.60	643.86	
0.09	-0.01	1.11	1.12	328.00	471.20	262.40	631.24	
0.08	-0.01	1.11	1.12	294.40	402.40	262.40	563.43	
0.09	-0.01	1.11	1.12	231.20	275.20	256.00	441.28	
0.08	-0.01	1.11	1.12	184.80	193.60	256.80	370.92	
0.08	-0.02	1.11	1.11	196.80	143.20	240.00	341.81	
0.08	-0.01	1.11	1.11	196.80	162.40	252.00	358.62	
0.08	-0.01	1.11	1.11	167.20	100.80	217.60	292.35	
0.08	-0.01	1.11	1.11	184.00	116.00	184.00	284.90	
0.08	-0.01	1.11	1.11	139.20	56.00	136.00	202.51	
0.08	-0.01	1.11	1.11	149.60	50.40	78.40	176.26	
0.08	-0.01	1.11	1.11	149.60	76.00	70.40	181.97	
0.08	-0.01	1.11	1.11	169.60	60.80	80.80	197.46	
0.08	-0.01	1.11	1.11	133.60	73.60	80.00	172.24	
0.08	-0.01	1.10	1.11	133.60	73.60	57.60	163.05	
0.08	-0.01	1.11	1.11	104.00	76.00	97.60	161.61	
0.08	-0.01	1.11	1.11	104.00	69.60	94.40	156.75	
0.08	-0.01	1.11	1.11	98.40	69.60	94.40	153.10	
0.08	-0.01	1.11	1.11	98.40	66.40	129.60	175.75	
0.08	-0.01	1.11	1.11	98.40	66.40	110.40	162.11	
0.08	-0.01	1.11	1.11	94.40	70.40	128.80	174.52	
0.08	-0.01	1.11	1.11	73.60	68.00	176.80	203.22	
0.08	-0.01	1.11	1.11	76.00	55.20	176.00	199.50	
0.08	-0.01	1.11	1.11	64.80	59.20	197.60	216.22	
0.08	-0.01	1.11	1.11	48.80	45.60	191.20	202.53	
0.08	-0.01	1.11	1.11	67.20	52.00	214.40	230.62	
0.08	-0.01	1.11	1.11	67.20	50.40	204.00	220.62	
0.08	-0.01	1.11	1.11	68.80	76.80	140.80	174.52	
0.08	-0.01	1.11	1.11	60.80	66.40	176.80	198.40	
0.08	-0.01	1.11	1.11	63.20	70.40	208.80	229.23	
0.08	-0.01	1.11	1.12	67.20	79.20	129.60	166.09	
0.08	-0.01	1.11	1.12	71.20	68.80	129.60	163.09	
0.08	-0.01	1.11	1.11	80.00	52.80	145.60	174.32	
0.08	-0.01	1.11	1.11	66.40	63.20	168.00	191.38	
0.08	-0.01	1.11	1.11	57.60	76.00	167.20	192.48	
0.08	-0.01	1.11	1.11	43.20	76.00	165.60	187.26	
0.08	-0.01	1.11	1.11	41.60	60.80	194.40	207.89	
0.08	-0.01	1.11	1.11	57.60	60.00	162.40	182.46	
0.08	-0.01	1.11	1.11	56.00	64.80	162.40	183.60	
0.08	-0.01	1.11	1.11	68.80	65.60	153.60	180.64	
0.08	-0.01	1.11	1.11	60.80	76.00	152.00	180.49	
0.08	-0.01	1.11	1.11	56.80	85.60	141.60	174.94	
0.08	-0.01	1.11	1.11	64.00	71.20	131.20	162.42	
0.08	-0.01	1.11	1.11	69.60	67.20	78.40	124.53	
0.08	-0.01	1.11	1.11	77.60	56.00	103.20	140.74	
0.08	-0.01	1.11	1.11	82.40	63.20	74.40	127.75	
0.08	-0.01	1.11	1.11	76.00	61.60	88.00	131.58	
0.08	-0.01	1.11	1.11	63.20	40.00	88.80	116.10	
0.08	-0.01	1.11	1.11	57.60	36.00	102.40	122.88	
0.08	-0.01	1.11	1.11	78.40	36.00	88.00	123.23	
0.08	-0.01	1.11	1.11	78.40	36.00	78.40	116.57	
0.08	-0.01	1.11	1.11	73.60	38.40	85.60	119.24	
0.08	-0.01	1.11	1.11	101.60	35.20	140.00	176.53	
0.08	-0.01	1.11	1.11	101.60	39.20	94.40	144.12	
0.08	-0.01	1.11	1.11	99.20	39.20	94.40	142.44	
0.08	-0.01	1.11	1.11	107.20	39.20	133.60	175.72	
0.08	-0.01	1.11	1.11	111.20	36.80	119.20	167.12	
0.08	-0.01	1.11	1.11	116.00	36.80	108.00	162.71	
0.08	-0.01	1.11	1.11	97.60	31.20	123.20	160.24	
0.08	-0.01	1.11	1.11	94.40	30.40	132.80	165.74	
0.08	-0.01	1.11	1.11	92.00	52.80	119.20	159.56	
0.08	-0.01	1.11	1.11	92.00	48.80	124.00	161.93	
0.08	-0.01	1.11	1.11	89.60	60.00	99.20	146.52	
0.08	-0.01	1.11	1.11	93.60	54.40	107.20	152.36	
0.08	-0.01	1.11	1.11	102.40	71.20	124.80	176.44	
0.08	-0.01	1.11	1.11	80.80	59.20	141.60	173.45	
0.08	-0.01	1.11	1.11	92.00	80.80	132.80	180.63	
0.08	-0.01	1.11	1.11	92.00	73.60	116.80	165.90	
0.08	-0.01	1.11	1.11	80.80	73.60	156.00	190.48	
0.08	-0.01	1.11	1.11	92.80	72.00	144.00	185.83	
0.08	-0.01	1.11	1.11	74.40	49.60	144.80	170.18	
0.08	-0.01	1.11	1.11	85.60	44.80	140.80	170.76	
0.08	-0.01	1.11	1.11	79.20	46.40	140.80	168.08	
0.08	-0.01	1.11	1.11	68.80	41.60	104.80	132.09	
0.08	-0.01	1.11	1.11	68.80	32.00	103.20	128.09	
0.08	-0.01	1.11	1.11	68.80	32.00	151.20	169.17	
0.08	-0.01	1.11	1.12	94.40	44.00	151.20	183.60	
0.08	-0.01	1.11	1.12	94.40	44.00	128.00	165.02	
0.08	-0.01	1.11	1.11	92.80	52.00	150.40	184.22	
0.08	-0.01	1.11	1.11	104.00	64.80	150.40	194.00	
0.08	-0.01	1.11	1.11	104.00	64.80	125.60	175.47	
0.08	-0.01	1.11	1.11	96.80	69.60	136.80	181.46	
0.08	-0.01	1.11	1.11	86.40	71.20	121.60	165.29	
0.08	-0.01	1.11	1.11	82.40	71.20	156.80	190.91	
0.08	-0.01	1.11	1.11	100.00	84.00	100.80	164.97	
0.08	-0.01	1.11	1.11	92.80	60.80	83.20	138.67	
0.08	-0.01	1.11	1.11	66.40	78.40	140.00	173.65	
0.08	-0.01	1.11	1.11	66.40	78.40	118.40	156.76	
0.08	-0.01	1.11	1.11	57.60	55.20	111.20	136.86	
0.08	-0.01	1.11	1.11	57.60	44.00	119.20	139.51	
0.08	-0.01	1.11	1.11	60.80	49.60	127.20	149.45	
0.08	-0.01	1.11	1.11	60.00	60.80	150.40	172.96	
0.08	-0.01	1.11	1.11	60.00	57.60	116.80	143.39	
0.08	-0.01	1.11	1.11	54.40	57.60	128.00	150.54	
0.08	-0.01	1.11	1.11	52.00	58.40	137.60	158.27	
0.08	-0.01	1.11	1.11	54.40	39.20	89.60	111.91	
0.08	-0.01	1.11	1.11	50.40	60.00	109.60	134.73	
0.08	-0.01	1.11	1.11	42.40	60.00	88.80	115.25	
0.08	-0.01	1.11	1.11	42.40	51.20	111.20	129.56	
0.08	-0.01	1.11	1.11	53.60	51.20	123.20	143.78	
0.08	-0.01	1.11	1.11	53.60	44.00	92.80	115.85	
0.08	-0.01	1.11	1.11	73.60	58.40	100.80	137.80	
0.08	-0.01	1.11	1.11	75.20	50.40	135.20	162.71	
0.08	-0.01	1.11	1.11	80.80	55.20	125.60	159.22	
0.08	-0.01	1.11	1.11	92.80	55.20	132.00	170.54	
0.08	-0.01	1.11	1.11	83.20	54.40	143.20	174.32	
0.08	-0.01	1.11	1.11	94.40	44.80	156.00	187.76	
0.08	-0.01	1.11	1.12	96.00	40.80	110.40	151.88	
0.08	-0.01	1.11	1.11	102.40	40.80	161.60	195.61	
0.08	-0.01	1.11	1.11	88.00	52.00	157.60	187.85	
0.08	-0.01	1.11	1.11	82.40	52.00	128.80	161.50	
0.08	-0.01	1.11	1.11	66.40	45.60	126.40	149.88	
0.08	-0.01	1.11	1.11	69.60	51.20	132.00	157.76	
0.08	-0.01	1.11	1.11	69.60	51.20	133.60	159.11	
0.08	-0.01	1.11	1.11	61.60	61.60	173.60	194.23	
0.08	-0.01	1.11	1.11	61.60	61.60	168.00	189.24	
0.08	-0.01	1.11	1.11	68.80	58.40	164.80	187.89	
0.08	-0.01	1.11	1.11	69.60	61.60	139.20	167.38	
0.08	-0.01	1.11	1.11	68.80	61.60	145.60	172.42	
0.08	-0.01	1.11	1.11	79.20	52.80	145.60	173.95	
0.08	-0.01	1.11	1.11	80.80	45.60	112.80	146.05	
0.08	-0.01	1.11	1.11	64.80	42.40	147.20	166.33	
0.08	-0.01	1.11	1.11	67.20	50.40	148.80	170.87	
0.08	-0.01	1.11	1.11	65.60	53.60	176.00	195.33	
0.08	-0.01	1.11	1.11	69.60	48.80	132.00	157.00	
0.08	-0.01	1.11	1.11	52.00	51.20	115.20	136.37	
0.08	-0.01	1.11	1.11	46.40	51.20	120.00	138.47	
0.08	-0.01	1.11	1.11	67.20	40.00	124.80	147.28	
0.08	-0.01	1.11	1.11	82.40	46.40	147.20	174.96	
0.08	-0.01	1.11	1.11	82.40	46.40	147.20	174.96	
0.08	-0.01	1.11	1.11	92.80	47.20	101.60	145.47	
0.08	-0.01	1.11	1.11	114.40	51.20	108.80	165.97	
0.08	-0.01	1.11	1.11	130.40	45.60	70.40	155.05	
0.08	-0.01	1.11	1.11	130.40	54.40	96.80	171.27	
0.08	-0.01	1.11	1.11	130.40	54.40	96.80	171.27	
0.08	-0.01	1.11	1.11	138.40	45.60	113.60	184.77	
0.08	-0.01	1.11	1.11	120.00	44.00	146.40	194.34	
0.08	-0.01	1.11	1.11	120.00	43.20	140.80	189.98	
0.08	-0.01	1.11	1.11	92.80	52.80	138.40	174.80	
0.08	-0.01	1.11	1.11	92.80	48.80	147.20	180.72	
0.08	-0.01	1.11	1.11	86.40	46.40	140.00	170.93	
0.08	-0.01	1.11	1.11	76.00	68.80	153.60	184.67	
0.08	-0.01	1.11	1.11	90.40	52.00	153.60	185.66	
0.08	-0.01	1.11	1.11	88.00	69.60	137.60	177.54	
0.08	-0.01	1.11	1.11	67.20	69.60	160.00	186.98	
0.08	-0.01	1.11	1.11	107.20	106.40	131.20	200.07	
0.08	-0.01	1.11	1.11	124.80	107.20	131.20	210.43	
0.08	-0.01	1.11	1.12	124.80	87.20	135.20	203.61	
0.08	-0.01	1.11	1.12	133.60	84.80	140.00	211.28	
0.08	-0.01	1.11	1.11	134.40	122.40	188.00	261.51	
0.08	-0.01	1.11	1.11	134.40	100.00	188.00	251.81	
0.08	-0.01	1.11	1.11	137.60	120.00	154.40	239.11	
0.08	-0.01	1.11	1.12	296.80	237.60	230.40	444.55	
0.07	-0.01	1.13	1.13	731.20	323.20	679.20	1049.01	
0.06	-0.01	1.14	1.14	752.80	323.20	632.80	1035.18	
0.05	-0.01	1.13	1.14	752.80	340.00	695.20	1079.63	
0.05	-0.01	1.13	1.13	871.20	350.40	928.00	1320.21	
0.06	-0.00	1.12	1.13	1092.80	576.00	875.20	1513.92	
0.07	-0.00	1.12	1.12	1093.60	536.80	1047.20	1606.47	
0.06	0.00	1.11	1.11	1516.00	720.00	1047.20	1978.20	
0.04	0.02	1.10	1.10	1665.60	910.40	1181.60	2235.90	
0.03	0.02	1.11	1.11	1665.60	910.40	1249.60	2272.57	
0.02	0.03	1.10	1.10	1248.00	756.00	1442.40	2051.72	
0.05	0.01	1.09	1.09	1924.00	1072.00	1142.40	2481.14	
0.07	-0.00	1.07	1.08	1692.80	1123.20	1343.20	2435.43	
0.09	-0.01	1.07	1.07	1330.40	1123.20	1287.20	2165.28	
0.09	-0.00	1.09	1.09	1246.40	1123.20	1417.60	2196.52	
0.09	-0.01	1.09	1.09	1485.60	1220.80	1417.60	2388.92	
0.08	-0.02	1.09	1.10	1311.20	1220.80	1420.00	2286.04	
0.10	-0.03	1.10	1.10	1311.20	1220.80	1532.00	2357.25	
0.11	-0.04	1.12	1.12	1059.20	1040.80	1233.60	1930.53	
0.11	-0.04	1.11	1.11	1062.40	1073.60	1312.80	2001.19	
0.10	-0.03	1.11	1.11	1170.40	1135.20	1312.80	2093.31	
0.10	-0.02	1.10	1.11	1084.00	1135.20	1163.20	1953.66	
0.09	0.00	1.11	1.11	1414.40	1282.40	1060.80	2184.12	
0.08	-0.00	1.12	1.12	1459.20	1502.40	1136.00	2382.64	
0.07	-0.01	1.12	1.12	1185.60	1362.40	1136.00	2133.61	
0.05	-0.00	1.13	1.13	1532.80	1396.00	1174.40	2382.75	
0.04	0.00	1.14	1.14	1449.60	1379.20	1089.60	2278.32	
0.04	0.00	1.14	1.14	1333.60	1407.20	945.60	2157.05	
0.05	0.00	1.14	1.14	1387.20	1407.20	904.80	2173.29	
0.06	-0.00	1.15	1.15	1456.00	1519.20	876.00	2279.32	
0.08	-0.02	1.16	1.16	871.20	1236.00	974.40	1798.93	
0.08	-0.01	1.17	1.17	858.40	1193.60	989.60	1772.24	
0.09	-0.03	1.19	1.20	858.40	757.60	614.40	1299.34	
0.10	-0.02	1.20	1.20	648.80	533.60	656.00	1065.84	
0.10	-0.03	1.21	1.22	648.80	533.60	576.80	1019.00	
0.11	-0.03	1.22	1.22	557.60	515.20	549.60	937.23	
0.12	-0.04	1.22	1.22	344.80	460.00	549.60	795.33	
0.12	-0.03	1.22	1.22	375.20	432.80	549.60	793.82	
0.12	-0.04	1.22	1.23	412.80	320.80	506.40	727.84	
0.12	-0.04	1.23	1.24	378.40	216.80	394.40	588.00	
0.12	-0.04	1.23	1.24	378.40	212.80	452.80	627.29	
0.11	-0.04	1.23	1.23	299.20	220.80	476.80	604.66	
0.11	-0.04	1.22	1.22	237.60	220.80	495.20	591.97	
0.11	-0.04	1.20	1.21	207.20	233.60	496.00	586.10	
0.11	-0.04	1.19	1.20	272.00	263.20	457.60	593.85	
0.12	-0.03	1.18	1.19	273.60	141.60	222.40	379.96	
0.12	-0.03	1.18	1.19	189.60	141.60	235.20	333.64	
0.12	-0.04	1.18	1.19	248.00	204.00	224.00	391.53	
0.12	-0.04	1.18	1.19	224.00	181.60	224.00	365.14	
0.12	-0.04	1.18	1.19	248.00	225.60	163.20	372.87	
0.13	-0.04	1.18	1.19	225.60	225.60	188.00	370.32	
0.13	-0.04	1.18	1.19	231.20	234.40	188.00	379.13	
0.13	-0.04	1.18	1.19	231.20	234.40	188.00	379.13	
0.13	-0.05	1.18	1.19	220.00	234.40	188.00	372.41	
0.12	-0.05	1.18	1.19	226.40	208.80	188.00	360.83	
0.12	-0.05	1.18	1.18	172.80	225.60	218.40	358.40	
0.12	-0.05	1.17	1.18	266.40	182.40	242.40	403.73	
0.11	-0.05	1.17	1.17	164.80	182.40	242.40	345.23	
0.11	-0.05	1.16	1.17	176.80	181.60	236.80	346.86	
0.11	-0.05	1.16	1.17	196.00	162.40	236.80	347.66	
0.10	-0.05	1.16	1.16	243.20	162.40	197.60	352.94	
0.10	-0.05	1.15	1.16	242.40	161.60	228.80	370.43	
0.09	-0.05	1.15	1.15	241.60	124.00	188.80	330.74	
0.09	-0.05	1.14	1.15	235.20	116.00	149.60	301.92	
0.09	-0.04	1.14	1.15	262.40	170.40	115.20	333.41	
0.09	-0.04	1.15	1.15	239.20	136.80	176.80	327.40	
0.09	-0.04	1.16	1.17	209.60	136.80	549.60	603.91	
0.09	-0.04	1.17	1.17	232.00	100.00	519.20	577.40	
0.09	-0.04	1.16	1.17	272.80	132.00	642.40	710.30	
0.10	-0.03	1.16	1.16	287.20	246.40	683.20	781.00	
0.10	-0.03	1.16	1.16	260.80	246.40	684.80	773.10	
0.11	-0.03	1.16	1.17	170.40	241.60	768.00	822.94	
0.10	-0.02	1.17	1.18	275.20	243.20	888.80	961.69	
0.10	-0.02	1.17	1.18	204.80	206.40	880.00	926.79	
0.10	-0.02	1.17	1.18	211.20	235.20	844.00	901.25	
0.09	-0.02	1.17	1.18	194.40	289.60	894.40	960.01	
0.09	-0.01	1.16	1.16	194.40	248.80	637.60	711.50	
0.08	-0.01	1.15	1.16	239.20	224.80	472.00	574.92	
0.08	-0.01	1.15	1.16	239.20	172.80	472.00	556.65	
0.08	-0.01	1.16	1.16	271.20	156.80	379.20	491.86	
0.08	-0.01	1.15	1.16	320.00	156.80	403.20	538.10	
0.09	-0.00	1.15	1.15	320.00	181.60	403.20	545.85	
0.09	-0.01	1.13	1.14	395.20	267.20	320.00	574.44	
0.10	-0.01	1.13	1.13	395.20	267.20	298.40	562.69	
0.10	-0.01	1.12	1.12	392.80	267.20	248.00	535.90	
0.11	-0.01	1.12	1.12	413.60	284.00	223.20	549.13	
0.11	-0.01	1.11	1.12	464.80	306.40	223.20	599.78	
0.12	-0.02	1.11	1.11	453.60	304.00	158.40	568.56	
0.13	-0.02	1.11	1.12	340.80	322.40	171.20	499.40	
0.13	-0.03	1.11	1.11	336.00	356.00	228.00	540.01	
0.13	-0.04	1.10	1.11	294.40	356.00	259.20	529.71	
0.12	-0.04	1.10	1.10	463.20	143.20	261.60	550.90	
0.11	-0.04	1.09	1.10	460.80	143.20	231.20	535.07	
0.11	-0.04	1.09	1.10	384.00	148.00	231.20	472.03	
0.10	-0.05	1.10	1.10	384.00	158.40	384.80	566.23	
0.10	-0.05	1.11	1.11	384.00	177.60	500.80	655.59	
0.10	-0.05	1.11	1.12	420.00	177.60	447.20	638.69	
0.09	-0.04	1.11	1.12	420.00	203.20	382.40	603.26	
0.08	-0.04	1.11	1.11	394.40	203.20	434.40	620.92	
0.07	-0.04	1.10	1.10	427.20	186.40	592.80	754.09	
0.06	-0.03	1.10	1.10	374.40	248.00	503.20	674.46	
0.06	-0.03	1.09	1.10	322.40	196.00	503.20	628.94	
0.06	-0.03	1.10	1.10	322.40	196.00	537.60	656.79	
0.05	-0.03	1.10	1.10	322.40	285.60	503.20	662.36	
0.05	-0.02	1.09	1.09	322.40	196.80	573.60	686.80	
0.05	-0.02	1.08	1.08	286.40	196.80	460.00	576.50	
0.05	-0.02	1.08	1.08	320.80	171.20	416.00	552.52	
0.04	-0.01	1.07	1.07	276.80	226.40	340.00	493.43	
0.04	-0.01	1.07	1.07	232.00	226.40	327.20	460.59	
0.04	-0.01	1.07	1.07	232.00	158.40	364.80	460.43	
0.04	-0.01	1.07	1.07	232.00	188.00	383.20	485.81	
0.04	-0.01	1.06	1.06	208.80	192.00	386.40	479.34	
0.05	-0.01	1.05	1.06	232.80	153.60	415.20	500.18	
0.05	-0.01	1.05	1.05	306.40	153.60	344.80	486.17	
0.06	-0.01	1.04	1.04	265.60	155.20	344.80	462.08	
0.06	-0.01	1.03	1.04	265.60	199.20	344.80	478.66	
0.06	-0.00	1.03	1.03	265.60	156.80	264.80	406.51	
0.06	-0.00	1.03	1.03	266.40	156.80	248.80	396.81	
0.07	-0.01	1.03	1.03	266.40	176.80	248.80	405.13	
0.07	-0.01	1.03	1.03	345.60	156.80	287.20	475.93	
0.08	-0.01	1.02	1.02	577.60	156.80	392.80	715.89	
0.10	-0.01	1.01	1.02	512.80	134.40	445.60	692.52	
0.10	-0.01	1.02	1.02	446.40	154.40	492.80	682.62	
0.10	-0.00	1.03	1.03	446.40	293.60	692.00	874.26	
0.10	0.01	1.00	1.01	552.00	615.20	1501.60	1714.05	
0.11	0.01	0.96	0.97	752.80	602.40	1813.60	2053.96	
0.12	0.00	0.93	0.94	752.00	858.40	1813.60	2142.78	
0.12	-0.01	0.91	0.92	752.00	844.00	1703.20	2044.19	
0.12	-0.02	0.90	0.91	729.60	920.80	1558.40	1951.61	
0.12	-0.02	0.90	0.91	868.80	920.80	1516.80	1975.69	
0.10	-0.04	0.90	0.90	908.00	1588.00	1544.80	2394.29	
0.06	-0.05	0.89	0.90	1472.00	1568.00	1596.80	2678.65	
0.04	-0.06	0.89	0.89	1472.00	1736.80	1596.80	2780.83	
0.03	-0.07	0.88	0.89	1472.00	1777.60	1286.40	2642.25	
0.01	-0.09	0.91	0.92	1574.40	1349.60	1547.20	2587.27	
-0.01	-0.09	0.95	0.96	1464.80	1324.00	1390.40	2414.92	
-0.02	-0.08	0.99	1.00	1323.20	1391.20	1194.40	2261.17	
-0.03	-0.07	1.02	1.02	1306.40	1484.80	830.40	2144.97	
-0.04	-0.04	1.04	1.04	1240.00	1492.00	870.40	2126.33	
-0.05	-0.01	1.06	1.06	1505.60	2040.80	870.40	2681.29	
-0.04	0.03	1.08	1.08	1808.00	1320.80	870.40	2402.28	
-0.02	0.05	1.10	1.10	1333.60	1320.80	941.60	2099.91	
-0.00	0.07	1.12	1.12	1184.00	1403.20	941.60	2063.36	
0.01	0.10	1.14	1.14	1288.80	1308.00	680.80	1958.41	
0.02	0.12	1.14	1.15	1121.60	1044.00	640.80	1660.89	
0.04	0.13	1.14	1.15	1177.60	992.80	828.00	1748.71	
0.06	0.15	1.13	1.15	1688.80	1100.80	828.00	2179.31	
0.08	0.16	1.15	1.16	1688.80	967.20	1040.00	2206.61	
0.10	0.14	1.16	1.17	1688.80	1404.00	1138.40	2473.70	
0.12	0.10	1.17	1.18	1031.20	1015.20	1155.20	1851.62	
0.12	0.08	1.19	1.20	988.80	1032.00	882.40	1679.70	
0.12	0.06	1.20	1.20	892.00	1136.80	882.40	1693.11	
0.12	0.03	1.20	1.21	1010.40	1181.60	882.40	1787.66	
0.10	0.01	1.19	1.19	1403.20	1088.00	1235.20	2162.97	
0.10	-0.02	1.19	1.19	1403.20	1123.20	1268.00	2199.63	
0.08	-0.05	1.21	1.21	1895.20	1302.40	1288.80	2636.10	
0.05	-0.07	1.21	1.21	1696.80	987.20	1255.20	2330.07	
0.03	-0.10	1.19	1.20	1384.80	879.20	1351.20	2125.18	
0.01	-0.12	1.18	1.18	1416.80	726.40	1351.20	2088.23	
0.01	-0.13	1.16	1.17	1352.80	693.60	1424.00	2083.01	
-0.00	-0.14	1.14	1.15	1339.20	696.80	1310.40	1999.03	
-0.00	-0.14	1.12	1.13	1327.20	652.00	1291.20	1963.10	
0.01	-0.14	1.11	1.11	1545.60	652.00	783.20	1851.32	
0.03	-0.14	1.12	1.13	843.20	725.60	565.60	1247.95	
0.02	-0.15	1.12	1.13	819.20	602.40	565.60	1163.56	
0.04	-0.15	1.11	1.13	630.40	648.00	411.20	993.17	
0.04	-0.16	1.12	1.13	584.00	507.20	418.40	879.41	
0.03	-0.15	1.13	1.14	553.60	507.20	330.40	820.30	
0.04	-0.14	1.13	1.14	513.60	577.60	330.40	840.58	
0.04	-0.14	1.12	1.13	513.60	644.80	466.40	947.14	
0.04	-0.13	1.12	1.13	507.20	495.20	388.00	808.10	
0.04	-0.12	1.12	1.13	507.20	522.40	400.00	830.75	
0.03	-0.12	1.11	1.12	480.80	546.40	612.80	951.44	
0.03	-0.11	1.10	1.10	510.40	548.00	722.40	1040.52	
0.03	-0.10	1.08	1.08	525.60	751.20	700.00	1153.50	
0.03	-0.08	1.06	1.06	600.80	706.40	746.40	1190.41	
0.03	-0.07	1.03	1.04	600.80	706.40	753.60	1194.94	
0.05	-0.05	1.02	1.02	797.60	747.20	653.60	1273.45	
0.05	-0.04	1.00	1.00	797.60	680.00	488.80	1156.50	
0.06	-0.03	0.99	0.99	850.40	680.00	488.80	1193.53	
